codigo,geocodigo,municipio,uf
261210,2612109,Salgadinho,PE
280620,2806206,Salgado,SE
251310,2513109,Salgado de São Félix,PB
412280,4122800,Salgado Filho,PR
261220,2612208,Salgueiro,PE
315700,3157005,Salinas,MG
292730,2927309,Salinas da Margarida,BA
150620,1506203,Salinópolis,PA
231195,2311959,Salitre,CE
354510,3545100,Salmourão,SP
261230,2612307,Saloá,PE
421535,4215356,Saltinho,SC
354515,3545159,Saltinho,SP
354520,3545209,Salto,SP
315710,3157104,Salto da Divisa,MG
354530,3545308,Salto de Pirapora,SP
510775,5107750,Salto do Céu,MT
412290,4122909,Salto do Itararé,PR
431645,4316451,Salto do Jacuí,RS
412300,4123006,Salto do Lontra,PR
354540,3545407,Salto Grande,SP
421540,4215406,Salto Veloso,SC
292740,2927408,Salvador,BA
431647,4316477,Salvador das Missões,RS
431650,4316501,Salvador do Sul,RS
150630,1506302,Salvaterra,PA
210970,2109700,Sambaíba,MA
171880,1718808,Sampaio,TO
431660,4316600,Sananduva,RS
521900,5219001,Sanclerlândia,GO
171884,1718840,Sandolândia,TO
354550,3545506,Sandovalina,SP
421545,4215455,Sangão,SC
261240,2612406,Sanharó,PE
431710,4317103,Sant'Ana do Livramento,RS
354560,3545605,Santa Adélia,SP
354570,3545704,Santa Albertina,SP
412310,4123105,Santa Amélia,PR
292750,2927507,Santa Bárbara,BA
315720,3157203,Santa Bárbara,MG
354580,3545803,Santa Bárbara d'Oeste,SP
521910,5219100,Santa Bárbara de Goiás,GO
315725,3157252,Santa Bárbara do Leste,MG
315727,3157278,Santa Bárbara do Monte Verde,MG
150635,1506351,Santa Bárbara do Pará,PA
431670,4316709,Santa Bárbara do Sul,RS
315730,3157302,Santa Bárbara do Tugúrio,MG
354600,3546009,Santa Branca,SP
292760,2927606,Santa Brígida,BA
510724,5107248,Santa Carmem,MT
421550,4215505,Santa Cecília,SC
251315,2513158,Santa Cecília,PB
412320,4123204,Santa Cecília do Pavão,PR
431673,4316733,Santa Cecília do Sul,RS
354610,3546108,Santa Clara d'Oeste,SP
431675,4316758,Santa Clara do Sul,RS
241120,2411205,Santa Cruz,RN
251320,2513208,Santa Cruz,PB
261245,2612455,Santa Cruz,PE
292770,2927705,Santa Cruz Cabrália,BA
261247,2612471,Santa Cruz da Baixa Verde,PE
354620,3546207,Santa Cruz da Conceição,SP
354625,3546256,Santa Cruz da Esperança,SP
292780,2927804,Santa Cruz da Vitória,BA
354630,3546306,Santa Cruz das Palmeiras,SP
521920,5219209,Santa Cruz de Goiás,GO
315733,3157336,Santa Cruz de Minas,MG
412330,4123303,Santa Cruz de Monte Castelo,PR
315737,3157377,Santa Cruz de Salinas,MG
150640,1506401,Santa Cruz do Arari,PA
261250,2612505,Santa Cruz do Capibaribe,PE
315740,3157401,Santa Cruz do Escalvado,MG
220910,2209104,Santa Cruz do Piauí,PI
354640,3546405,Santa Cruz do Rio Pardo,SP
431680,4316808,Santa Cruz do Sul,RS
510774,5107743,Santa Cruz do Xingu,MT
220915,2209153,Santa Cruz dos Milagres,PI
315750,3157500,Santa Efigênia de Minas,MG
354650,3546504,Santa Ernestina,SP
412340,4123402,Santa Fé,PR
521925,5219258,Santa Fé de Goiás,GO
315760,3157609,Santa Fé de Minas,MG
171886,1718865,Santa Fé do Araguaia,TO
354660,3546603,Santa Fé do Sul,SP
220920,2209203,Santa Filomena,PI
261255,2612554,Santa Filomena,PE
210975,2109759,Santa Filomena do Maranhão,MA
354670,3546702,Santa Gertrudes,SP
412350,4123501,Santa Helena,PR
421555,4215554,Santa Helena,SC
210980,2109809,Santa Helena,MA
251330,2513307,Santa Helena,PB
521930,5219308,Santa Helena de Goiás,GO
315765,3157658,Santa Helena de Minas,MG
292790,2927903,Santa Inês,BA
412360,4123600,Santa Inês,PR
251335,2513356,Santa Inês,PB
210990,2109908,Santa Inês,MA
354680,3546801,Santa Isabel,SP
521935,5219357,Santa Isabel,GO
412370,4123709,Santa Isabel do Ivaí,PR
130360,1303601,Santa Isabel do Rio Negro,AM
412380,4123808,Santa Izabel do Oeste,PR
150650,1506500,Santa Izabel do Pará,PA
315770,3157708,Santa Juliana,MG
320450,3204500,Santa Leopoldina,ES
354690,3546900,Santa Lúcia,SP
412382,4123824,Santa Lúcia,PR
220930,2209302,Santa Luz,PI
211000,2110005,Santa Luzia,MA
292805,2928059,Santa Luzia,BA
315780,3157807,Santa Luzia,MG
251340,2513406,Santa Luzia,PB
110029,1100296,Santa Luzia D'Oeste,RO
280630,2806305,Santa Luzia do Itanhy,SE
270790,2707909,Santa Luzia do Norte,AL
150655,1506559,Santa Luzia do Pará,PA
211003,2110039,Santa Luzia do Paruá,MA
315790,3157906,Santa Margarida,MG
431697,4316972,Santa Margarida do Sul,RS
431690,4316907,Santa Maria,RS
240933,2409332,Santa Maria,RN
261260,2612604,Santa Maria da Boa Vista,PE
354700,3547007,Santa Maria da Serra,SP
292810,2928109,Santa Maria da Vitória,BA
150658,1506583,Santa Maria das Barreiras,PA
315800,3158003,Santa Maria de Itabira,MG
320455,3204559,Santa Maria de Jetibá,ES
261270,2612703,Santa Maria do Cambucá,PE
431695,4316956,Santa Maria do Herval,RS
412385,4123857,Santa Maria do Oeste,PR
150660,1506609,Santa Maria do Pará,PA
315810,3158102,Santa Maria do Salto,MG
315820,3158201,Santa Maria do Suaçuí,MG
171888,1718881,Santa Maria do Tocantins,TO
330460,3304607,Santa Maria Madalena,RJ
412390,4123907,Santa Mariana,PR
354710,3547106,Santa Mercedes,SP
412395,4123956,Santa Mônica,PR
231220,2312205,Santa Quitéria,CE
211010,2110104,Santa Quitéria do Maranhão,MA
211020,2110203,Santa Rita,MA
251370,2513703,Santa Rita,PB
354740,3547403,Santa Rita d'Oeste,SP
315920,3159209,Santa Rita de Caldas,MG
292840,2928406,Santa Rita de Cássia,BA
315940,3159407,Santa Rita de Ibitipoca,MG
315930,3159308,Santa Rita de Jacutinga,MG
315935,3159357,Santa Rita de Minas,MG
521940,5219407,Santa Rita do Araguaia,GO
315950,3159506,Santa Rita do Itueto,MG
521945,5219456,Santa Rita do Novo Destino,GO
500755,5007554,Santa Rita do Pardo,MS
354750,3547502,Santa Rita do Passa Quatro,SP
315960,3159605,Santa Rita do Sapucaí,MG
171889,1718899,Santa Rita do Tocantins,TO
510776,5107768,Santa Rita do Trivelato,MT
431720,4317202,Santa Rosa,RS
315970,3159704,Santa Rosa da Serra,MG
521950,5219506,Santa Rosa de Goiás,GO
421560,4215604,Santa Rosa de Lima,SC
280650,2806503,Santa Rosa de Lima,SE
354760,3547601,Santa Rosa de Viterbo,SP
220937,2209377,Santa Rosa do Piauí,PI
120043,1200435,Santa Rosa do Purus,AC
421565,4215653,Santa Rosa do Sul,SC
171890,1718907,Santa Rosa do Tocantins,TO
354765,3547650,Santa Salete,SP
320460,3204609,Santa Teresa,ES
292850,2928505,Santa Teresinha,BA
251380,2513802,Santa Teresinha,PB
431725,4317251,Santa Tereza,RS
521960,5219605,Santa Tereza de Goiás,GO
412402,4124020,Santa Tereza do Oeste,PR
171900,1719004,Santa Tereza do Tocantins,TO
421567,4215679,Santa Terezinha,SC
510777,5107776,Santa Terezinha,MT
261280,2612802,Santa Terezinha,PE
521970,5219704,Santa Terezinha de Goiás,GO
412405,4124053,Santa Terezinha de Itaipu,PR
421568,4215687,Santa Terezinha do Progresso,SC
172000,1720002,Santa Terezinha do Tocantins,TO
315980,3159803,Santa Vitória,MG
431730,4317301,Santa Vitória do Palmar,RS
292800,2928000,Santaluz,BA
292820,2928208,Santana,BA
160060,1600600,Santana,AP
431700,4317004,Santana da Boa Vista,RS
354720,3547205,Santana da Ponte Pensa,SP
315830,3158300,Santana da Vargem,MG
315840,3158409,Santana de Cataguases,MG
251350,2513505,Santana de Mangueira,PB
354730,3547304,Santana de Parnaíba,SP
315850,3158508,Santana de Pirapama,MG
231200,2312007,Santana do Acaraú,CE
150670,1506708,Santana do Araguaia,PA
231210,2312106,Santana do Cariri,CE
315860,3158607,Santana do Deserto,MG
315870,3158706,Santana do Garambéu,MG
270800,2708006,Santana do Ipanema,AL
412400,4124004,Santana do Itararé,PR
315880,3158805,Santana do Jacaré,MG
315890,3158904,Santana do Manhuaçu,MG
211023,2110237,Santana do Maranhão,MA
241140,2411403,Santana do Matos,RN
270810,2708105,Santana do Mundaú,AL
315895,3158953,Santana do Paraíso,MG
220935,2209351,Santana do Piauí,PI
315900,3159001,Santana do Riacho,MG
280640,2806404,Santana do São Francisco,SE
241142,2411429,Santana do Seridó,RN
251360,2513604,Santana dos Garrotes,PB
315910,3159100,Santana dos Montes,MG
292830,2928307,Santanópolis,BA
150680,1506807,Santarém,PA
150690,1506906,Santarém Novo,PA
431740,4317400,Santiago,RS
421569,4215695,Santiago do Sul,SC
510726,5107263,Santo Afonso,MT
292860,2928604,Santo Amaro,BA
421570,4215703,Santo Amaro da Imperatriz,SC
280660,2806602,Santo Amaro das Brotas,SE
211027,2110278,Santo Amaro do Maranhão,MA
354770,3547700,Santo Anastácio,SP
354780,3547809,Santo André,SP
251385,2513851,Santo André,PB
431750,4317509,Santo Ângelo,RS
241150,2411502,Santo Antônio,RN
354790,3547908,Santo Antônio da Alegria,SP
521971,5219712,Santo Antônio da Barra,GO
431760,4317608,Santo Antônio da Patrulha,RS
412410,4124103,Santo Antônio da Platina,PR
431770,4317707,Santo Antônio das Missões,RS
521973,5219738,Santo Antônio de Goiás,GO
292870,2928703,Santo Antônio de Jesus,BA
220940,2209401,Santo Antônio de Lisboa,PI
330470,3304706,Santo Antônio de Pádua,RJ
354800,3548005,Santo Antônio de Posse,SP
315990,3159902,Santo Antônio do Amparo,MG
354805,3548054,Santo Antônio do Aracanguá,SP
316000,3160009,Santo Antônio do Aventureiro,MG
412420,4124202,Santo Antônio do Caiuá,PR
521975,5219753,Santo Antônio do Descoberto,GO
316010,3160108,Santo Antônio do Grama,MG
130370,1303700,Santo Antônio do Içá,AM
316020,3160207,Santo Antônio do Itambé,MG
316030,3160306,Santo Antônio do Jacinto,MG
354810,3548104,Santo Antônio do Jardim,SP
510779,5107792,Santo Antônio do Leste,MT
510780,5107800,Santo Antônio do Leverger,MT
316040,3160405,Santo Antônio do Monte,MG
431755,4317558,Santo Antônio do Palma,RS
412430,4124301,Santo Antônio do Paraíso,PR
354820,3548203,Santo Antônio do Pinhal,SP
431775,4317756,Santo Antônio do Planalto,RS
316045,3160454,Santo Antônio do Retiro,MG
316050,3160504,Santo Antônio do Rio Abaixo,MG
412440,4124400,Santo Antônio do Sudoeste,PR
150700,1507003,Santo Antônio do Tauá,PA
211030,2110302,Santo Antônio dos Lopes,MA
220945,2209450,Santo Antônio dos Milagres,PI
431780,4317806,Santo Augusto,RS
431790,4317905,Santo Cristo,RS
292880,2928802,Santo Estêvão,BA
354830,3548302,Santo Expedito,SP
431795,4317954,Santo Expedito do Sul,RS
316060,3160603,Santo Hipólito,MG
412450,4124509,Santo Inácio,PR
220950,2209500,Santo Inácio do Piauí,PI
354840,3548401,Santópolis do Aguapeí,SP
354850,3548500,Santos,SP
316070,3160702,Santos Dumont,MG
231230,2312304,São Benedito,CE
211040,2110401,São Benedito do Rio Preto,MA
261290,2612901,São Benedito do Sul,PE
251392,2513927,São Bentinho,PB
251390,2513901,São Bento,PB
211050,2110500,São Bento,MA
316080,3160801,São Bento Abade,MG
241160,2411601,São Bento do Norte,RN
354860,3548609,São Bento do Sapucaí,SP
421580,4215802,São Bento do Sul,SC
172010,1720101,São Bento do Tocantins,TO
241170,2411700,São Bento do Trairí,RN
261300,2613008,São Bento do Una,PE
421575,4215752,São Bernardino,SC
211060,2110609,São Bernardo,MA
354870,3548708,São Bernardo do Campo,SP
421590,4215901,São Bonifácio,SC
431800,4318002,São Borja,RS
270820,2708204,São Brás,AL
316090,3160900,São Brás do Suaçuí,MG
220955,2209559,São Braz do Piauí,PI
261310,2613107,São Caetano,PE
150710,1507102,São Caetano de Odivelas,PA
354880,3548807,São Caetano do Sul,SP
354890,3548906,São Carlos,SP
421600,4216008,São Carlos,SC
412460,4124608,São Carlos do Ivaí,PR
280670,2806701,São Cristóvão,SE
421605,4216057,São Cristovão do Sul,SC
292890,2928901,São Desidério,BA
292895,2928950,São Domingos,BA
421610,4216107,São Domingos,SC
251396,2513968,São Domingos,PB
280680,2806800,São Domingos,SE
521980,5219803,São Domingos,GO
316095,3160959,São Domingos das Dores,MG
150715,1507151,São Domingos do Araguaia,PA
211065,2110658,São Domingos do Azeitão,MA
150720,1507201,São Domingos do Capim,PA
251394,2513943,São Domingos do Cariri,PB
211070,2110708,São Domingos do Maranhão,MA
320465,3204658,São Domingos do Norte,ES
316100,3161007,São Domingos do Prata,MG
431805,4318051,São Domingos do Sul,RS
292910,2929107,São Felipe,BA
110148,1101484,São Felipe D'Oeste,RO
292900,2929008,São Félix,BA
211080,2110807,São Félix de Balsas,MA
316105,3161056,São Félix de Minas,MG
510785,5107859,São Félix do Araguaia,MT
292905,2929057,São Félix do Coribe,BA
220960,2209609,São Félix do Piauí,PI
172015,1720150,São Félix do Tocantins,TO
150730,1507300,São Félix do Xingu,PA
241180,2411809,São Fernando,RN
330480,3304805,São Fidélis,RJ
354900,3549003,São Francisco,SP
251398,2513984,São Francisco,PB
280690,2806909,São Francisco,SE
316110,3161106,São Francisco,MG
431810,4318101,São Francisco de Assis,RS
220965,2209658,São Francisco de Assis do Piauí,PI
521990,5219902,São Francisco de Goiás,GO
330475,3304755,São Francisco de Itabapoana,RJ
431820,4318200,São Francisco de Paula,RS
316120,3161205,São Francisco de Paula,MG
316130,3161304,São Francisco de Sales,MG
211085,2110856,São Francisco do Brejão,MA
292920,2929206,São Francisco do Conde,BA
316140,3161403,São Francisco do Glória,MG
110149,1101492,São Francisco do Guaporé,RO
211090,2110906,São Francisco do Maranhão,MA
241190,2411908,São Francisco do Oeste,RN
150740,1507409,São Francisco do Pará,PA
220970,2209708,São Francisco do Piauí,PI
421620,4216206,São Francisco do Sul,SC
431830,4318309,São Gabriel,RS
292925,2929255,São Gabriel,BA
130380,1303809,São Gabriel da Cachoeira,AM
320470,3204708,São Gabriel da Palha,ES
500769,5007695,São Gabriel do Oeste,MS
316150,3161502,São Geraldo,MG
316160,3161601,São Geraldo da Piedade,MG
150745,1507458,São Geraldo do Araguaia,PA
316165,3161650,São Geraldo do Baixio,MG
330490,3304904,São Gonçalo,RJ
316170,3161700,São Gonçalo do Abaeté,MG
241200,2412005,São Gonçalo do Amarante,RN
231240,2312403,São Gonçalo do Amarante,CE
220975,2209757,São Gonçalo do Gurguéia,PI
316180,3161809,São Gonçalo do Pará,MG
220980,2209807,São Gonçalo do Piauí,PI
316190,3161908,São Gonçalo do Rio Abaixo,MG
312550,3125507,São Gonçalo do Rio Preto,MG
316200,3162005,São Gonçalo do Sapucaí,MG
292930,2929305,São Gonçalo dos Campos,BA
316210,3162104,São Gotardo,MG
431840,4318408,São Jerônimo,RS
412470,4124707,São Jerônimo da Serra,PR
412480,4124806,São João,PR
261320,2613206,São João,PE
211100,2111003,São João Batista,MA
421630,4216305,São João Batista,SC
316220,3162203,São João Batista do Glória,MG
522000,5220009,São João d'Aliança,GO
140050,1400506,São João da Baliza,RR
330500,3305000,São João da Barra,RJ
354910,3549102,São João da Boa Vista,SP
220985,2209856,São João da Canabrava,PI
220987,2209872,São João da Fronteira,PI
316225,3162252,São João da Lagoa,MG
316230,3162302,São João da Mata,MG
522005,5220058,São João da Paraúna,GO
150746,1507466,São João da Ponta,PA
316240,3162401,São João da Ponte,MG
220990,2209906,São João da Serra,PI
431842,4318424,São João da Urtiga,RS
220995,2209955,São João da Varjota,PI
354920,3549201,São João das Duas Pontes,SP
316245,3162450,São João das Missões,MG
354925,3549250,São João de Iracema,SP
330510,3305109,São João de Meriti,RJ
150747,1507474,São João de Pirabas,PA
316250,3162500,São João del Rei,MG
150750,1507508,São João do Araguaia,PA
220997,2209971,São João do Arraial,PI
412490,4124905,São João do Caiuá,PR
251400,2514008,São João do Cariri,PB
211102,2111029,São João do Carú,MA
421635,4216354,São João do Itaperiú,SC
412500,4125001,São João do Ivaí,PR
231250,2312502,São João do Jaguaribe,CE
316255,3162559,São João do Manhuaçu,MG
316257,3162575,São João do Manteninha,MG
421625,4216255,São João do Oeste,SC
316260,3162609,São João do Oriente,MG
316265,3162658,São João do Pacuí,MG
316270,3162708,São João do Paraíso,MG
211105,2111052,São João do Paraíso,MA
354930,3549300,São João do Pau d'Alho,SP
221000,2210003,São João do Piauí,PI
431843,4318432,São João do Polêsine,RS
250070,2500700,São João do Rio do Peixe,PB
241210,2412104,São João do Sabugi,RN
211107,2111078,São João do Soter,MA
421640,4216404,São João do Sul,SC
251410,2514107,São João do Tigre,PB
412510,4125100,São João do Triunfo,PR
211110,2111102,São João dos Patos,MA
316280,3162807,São João Evangelista,MG
316290,3162906,São João Nepomuceno,MG
421650,4216503,São Joaquim,SC
354940,3549409,São Joaquim da Barra,SP
316292,3162922,São Joaquim de Bicas,MG
261330,2613305,São Joaquim do Monte,PE
431844,4318440,São Jorge,RS
412520,4125209,São Jorge d'Oeste,PR
412530,4125308,São Jorge do Ivaí,PR
412535,4125357,São Jorge do Patrocínio,PR
421660,4216602,São José,SC
316294,3162948,São José da Barra,MG
354950,3549508,São José da Bela Vista,SP
412540,4125407,São José da Boa Vista,PR
261340,2613404,São José da Coroa Grande,PE
251420,2514206,São José da Lagoa Tapada,PB
270830,2708303,São José da Laje,AL
316295,3162955,São José da Lapa,MG
316300,3163003,São José da Safira,MG
270840,2708402,São José da Tapera,AL
316310,3163102,São José da Varginha,MG
292935,2929354,São José da Vitória,BA
431845,4318457,São José das Missões,RS
412545,4125456,São José das Palmeiras,PR
251430,2514305,São José de Caiana,PB
251440,2514404,São José de Espinharas,PB
241220,2412203,São José de Mipibu,RN
251450,2514503,São José de Piranhas,PB
251455,2514552,São José de Princesa,PB
211120,2111201,São José de Ribamar,MA
330513,3305133,São José de Ubá,RJ
316320,3163201,São José do Alegre,MG
354960,3549607,São José do Barreiro,SP
261350,2613503,São José do Belmonte,PE
251460,2514602,São José do Bonfim,PB
251465,2514651,São José do Brejo do Cruz,PB
320480,3204807,São José do Calçado,ES
241230,2412302,São José do Campestre,RN
421670,4216701,São José do Cedro,SC
421680,4216800,São José do Cerrito,SC
221005,2210052,São José do Divino,PI
316330,3163300,São José do Divino,MG
261360,2613602,São José do Egito,PE
316340,3163409,São José do Goiabal,MG
431846,4318465,São José do Herval,RS
431848,4318481,São José do Hortêncio,RS
431849,4318499,São José do Inhacorá,RS
292937,2929370,São José do Jacuípe,BA
316350,3163508,São José do Jacuri,MG
316360,3163607,São José do Mantimento,MG
431850,4318507,São José do Norte,RS
431860,4318606,São José do Ouro,RS
221010,2210102,São José do Peixe,PI
221020,2210201,São José do Piauí,PI
510729,5107297,São José do Povo,MT
510730,5107305,São José do Rio Claro,MT
354970,3549706,São José do Rio Pardo,SP
354980,3549805,São José do Rio Preto,SP
251470,2514701,São José do Sabugi,PB
241240,2412401,São José do Seridó,RN
431861,4318614,São José do Sul,RS
330515,3305158,São José do Vale do Rio Preto,RJ
510735,5107354,São José do Xingu,MT
431862,4318622,São José dos Ausentes,RS
211125,2111250,São José dos Basílios,MA
354990,3549904,São José dos Campos,SP
251480,2514800,São José dos Cordeiros,PB
412550,4125506,São José dos Pinhais,PR
510710,5107107,São José dos Quatro Marcos,MT
251445,2514453,São José dos Ramos,PB
221030,2210300,São Julião,PI
431870,4318705,São Leopoldo,RS
316370,3163706,São Lourenço,MG
261370,2613701,São Lourenço da Mata,PE
354995,3549953,São Lourenço da Serra,SP
421690,4216909,São Lourenço do Oeste,SC
221035,2210359,São Lourenço do Piauí,PI
431880,4318804,São Lourenço do Sul,RS
421700,4217006,São Ludgero,SC
211130,2111300,São Luís,MA
522010,5220108,São Luís de Montes Belos,GO
231260,2312601,São Luís do Curu,CE
221037,2210375,São Luis do Piauí,PI
270850,2708501,São Luís do Quitunde,AL
211140,2111409,São Luís Gonzaga do Maranhão,MA
140060,1400605,São Luiz,RR
522015,5220157,São Luiz do Norte,GO
355000,3550001,São Luiz do Paraitinga,SP
431890,4318903,São Luiz Gonzaga,RS
251490,2514909,São Mamede,PB
412555,4125555,São Manoel do Paraná,PR
355010,3550100,São Manuel,SP
431900,4319000,São Marcos,RS
421710,4217105,São Martinho,SC
431910,4319109,São Martinho,RS
431912,4319125,São Martinho da Serra,RS
320490,3204906,São Mateus,ES
211150,2111508,São Mateus do Maranhão,MA
412560,4125605,São Mateus do Sul,PR
241250,2412500,São Miguel,RN
355020,3550209,São Miguel Arcanjo,SP
221038,2210383,São Miguel da Baixa Grande,PI
421715,4217154,São Miguel da Boa Vista,SC
292940,2929404,São Miguel das Matas,BA
431915,4319158,São Miguel das Missões,RS
251500,2515005,São Miguel de Taipu,PB
280700,2807006,São Miguel do Aleixo,SE
316380,3163805,São Miguel do Anta,MG
522020,5220207,São Miguel do Araguaia,GO
221039,2210391,São Miguel do Fidalgo,PI
241255,2412559,São Miguel do Gostoso,RN
150760,1507607,São Miguel do Guamá,PA
110032,1100320,São Miguel do Guaporé,RO
412570,4125704,São Miguel do Iguaçu,PR
421720,4217204,São Miguel do Oeste,SC
522026,5220264,São Miguel do Passa Quatro,GO
221040,2210409,São Miguel do Tapuio,PI
172020,1720200,São Miguel do Tocantins,TO
270860,2708600,São Miguel dos Campos,AL
270870,2708709,São Miguel dos Milagres,AL
431920,4319208,São Nicolau,RS
522028,5220280,São Patrício,GO
355030,3550308,São Paulo,SP
431930,4319307,São Paulo das Missões,RS
130390,1303908,São Paulo de Olivença,AM
241260,2412609,São Paulo do Potengi,RN
241270,2412708,São Pedro,RN
355040,3550407,São Pedro,SP
211153,2111532,São Pedro da Água Branca,MA
330520,3305208,São Pedro da Aldeia,RJ
510740,5107404,São Pedro da Cipa,MT
431935,4319356,São Pedro da Serra,RS
316390,3163904,São Pedro da União,MG
431936,4319364,São Pedro das Missões,RS
421725,4217253,São Pedro de Alcântara,SC
431937,4319372,São Pedro do Butiá,RS
412575,4125753,São Pedro do Iguaçu,PR
412580,4125803,São Pedro do Ivaí,PR
412590,4125902,São Pedro do Paraná,PR
221050,2210508,São Pedro do Piauí,PI
316410,3164100,São Pedro do Suaçuí,MG
431940,4319406,São Pedro do Sul,RS
355050,3550506,São Pedro do Turvo,SP
211157,2111573,São Pedro dos Crentes,MA
316400,3164001,São Pedro dos Ferros,MG
241280,2412807,São Rafael,RN
211160,2111607,São Raimundo das Mangabeiras,MA
211163,2111631,São Raimundo do Doca Bezerra,MA
221060,2210607,São Raimundo Nonato,PI
211167,2111672,São Roberto,MA
316420,3164209,São Romão,MG
355060,3550605,São Roque,SP
316430,3164308,São Roque de Minas,MG
320495,3204955,São Roque do Canaã,ES
172025,1720259,São Salvador do Tocantins,TO
355070,3550704,São Sebastião,SP
270880,2708808,São Sebastião,AL
412600,4126009,São Sebastião da Amoreira,PR
316440,3164407,São Sebastião da Bela Vista,MG
150770,1507706,São Sebastião da Boa Vista,PA
355080,3550803,São Sebastião da Grama,SP
316443,3164431,São Sebastião da Vargem Alegre,MG
251510,2515104,São Sebastião de Lagoa de Roça,PB
330530,3305307,São Sebastião do Alto,RJ
316447,3164472,São Sebastião do Anta,MG
431950,4319505,São Sebastião do Caí,RS
316450,3164506,São Sebastião do Maranhão,MG
316460,3164605,São Sebastião do Oeste,MG
316470,3164704,São Sebastião do Paraíso,MG
292950,2929503,São Sebastião do Passé,BA
316480,3164803,São Sebastião do Rio Preto,MG
316490,3164902,São Sebastião do Rio Verde,MG
172030,1720309,São Sebastião do Tocantins,TO
130395,1303957,São Sebastião do Uatumã,AM
251520,2515203,São Sebastião do Umbuzeiro,PB
431960,4319604,São Sepé,RS
355090,3550902,São Simão,SP
522040,5220405,São Simão,GO
316520,3165206,São Thomé das Letras,MG
316500,3165008,São Tiago,MG
316510,3165107,São Tomás de Aquino,MG
412610,4126108,São Tomé,PR
241290,2412906,São Tomé,RN
431970,4319703,São Valentim,RS
431971,4319711,São Valentim do Sul,RS
172049,1720499,São Valério,TO
431973,4319737,São Valério do Sul,RS
431975,4319752,São Vendelino,RS
355100,3551009,São Vicente,SP
241300,2413003,São Vicente,RN
316530,3165305,São Vicente de Minas,MG
251540,2515401,São Vicente do Seridó,PB
431980,4319802,São Vicente do Sul,RS
261380,2613800,São Vicente Ferrer,PE
211170,2111706,São Vicente Ferrer,MA
251530,2515302,Sapé,PB
292960,2929602,Sapeaçu,BA
510787,5107875,Sapezal,MT
431990,4319901,Sapiranga,RS
412620,4126207,Sapopema,PR
316540,3165404,Sapucaí-Mirim,MG
150775,1507755,Sapucaia,PA
330540,3305406,Sapucaia,RJ
432000,4320008,Sapucaia do Sul,RS
330550,3305505,Saquarema,RJ
412625,4126256,Sarandi,PR
432010,4320107,Sarandi,RS
355110,3551108,Sarapuí,SP
316550,3165503,Sardoá,MG
355120,3551207,Sarutaiá,SP
316553,3165537,Sarzedo,MG
292970,2929701,Sátiro Dias,BA
270890,2708907,Satuba,AL
211172,2111722,Satubinha,MA
292975,2929750,Saubara,BA
412627,4126272,Saudade do Iguaçu,PR
421730,4217303,Saudades,SC
292980,2929800,Saúde,BA
421740,4217402,Schroeder,SC
292990,2929909,Seabra,BA
421750,4217501,Seara,SC
355130,3551306,Sebastianópolis do Sul,SP
221062,2210623,Sebastião Barros,PI
293000,2930006,Sebastião Laranjeiras,BA
221063,2210631,Sebastião Leal,PI
432020,4320206,Seberi,RS
432023,4320230,Sede Nova,RS
432026,4320263,Segredo,RS
432030,4320305,Selbach,RS
500780,5007802,Selvíria,MS
316556,3165560,Sem-Peixe,MG
120050,1200500,Sena Madureira,AC
211174,2111748,Senador Alexandre Costa,MA
316557,3165578,Senador Amaral,MG
522045,5220454,Senador Canedo,GO
316560,3165602,Senador Cortes,MG
241310,2413102,Senador Elói de Souza,RN
316570,3165701,Senador Firmino,MG
241320,2413201,Senador Georgino Avelino,RN
120045,1200450,Senador Guiomard,AC
316580,3165800,Senador José Bento,MG
150780,1507805,Senador José Porfírio,PA
211176,2111763,Senador La Rocque,MA
316590,3165909,Senador Modestino Gonçalves,MG
231270,2312700,Senador Pompeu,CE
270895,2708956,Senador Rui Palmeira,AL
231280,2312809,Senador Sá,CE
432032,4320321,Senador Salgado Filho,RS
412630,4126306,Sengés,PR
293010,2930105,Senhor do Bonfim,BA
316600,3166006,Senhora de Oliveira,MG
316610,3166105,Senhora do Porto,MG
316620,3166204,Senhora dos Remédios,MG
432035,4320354,Sentinela do Sul,RS
293020,2930204,Sento Sé,BA
432040,4320404,Serafina Corrêa,RS
316630,3166303,Sericita,MG
110150,1101500,Seringueiras,RO
432045,4320453,Sério,RS
316640,3166402,Seritinga,MG
330555,3305554,Seropédica,RJ
320500,3205002,Serra,ES
421755,4217550,Serra Alta,SC
355140,3551405,Serra Azul,SP
316650,3166501,Serra Azul de Minas,MG
251550,2515500,Serra Branca,PB
241030,2410306,Serra Caiada,RN
251560,2515609,Serra da Raiz,PB
316660,3166600,Serra da Saudade,MG
241330,2413300,Serra de São Bento,RN
241335,2413359,Serra do Mel,RN
160005,1600055,Serra do Navio,AP
293015,2930154,Serra do Ramalho,BA
316680,3166808,Serra do Salitre,MG
316670,3166709,Serra dos Aimorés,MG
293030,2930303,Serra Dourada,BA
251570,2515708,Serra Grande,PB
355160,3551603,Serra Negra,SP
241340,2413409,Serra Negra do Norte,RN
510788,5107883,Serra Nova Dourada,MT
293040,2930402,Serra Preta,BA
251580,2515807,Serra Redonda,PB
261390,2613909,Serra Talhada,PE
355150,3551504,Serrana,SP
316690,3166907,Serrania,MG
211178,2111789,Serrano do Maranhão,MA
522050,5220504,Serranópolis,GO
